edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
16,6,2,1,14,0,27,0,219
153,22,4,29,17,25,82,30,676
59,4,15,1,14,0,21,0,280
141,24,7,25,17,23,80,28,688
59,3,15,2,14,0,23,0,73
141,21,4,25,17,26,76,34,664
63,3,14,1,14,0,23,0,168
181,24,5,27,17,25,86,29,674
67,5,14,1,14,0,25,0,266
142,30,5,24,17,23,86,26,677
53,3,14,1,14,0,21,0,71
121,26,3,20,17,26,76,34,673
