edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
10,4,3,0,16,0,24,0,142
184,15,6,38,21,27,89,30,679
74,5,16,1,16,0,26,0,259
220,36,11,38,21,29,106,27,689
91,3,16,2,16,0,29,0,277
159,14,8,29,21,17,72,23,679
73,3,15,2,18,3,24,12,92
152,22,9,24,21,15,83,18,668
64,5,13,1,18,3,25,12,222
166,25,5,28,21,16,92,17,682
70,8,17,0,18,3,27,11,105
148,28,8,27,21,20,81,24,671
