event_num,timestamp
1,00:00:30
1,00:00:49
2,02:00:30
2,02:00:49
2,02:00:59
2,02:01:00
2,02:01:29
2,02:01:30
3,04:00:02
3,04:00:49
4,06:00:33
4,06:00:50
4,06:01:02
4,06:01:03
4,06:01:32
4,06:01:33
4,06:04:02
4,06:04:03
5,08:00:04
5,08:00:50
6,10:00:41
6,10:00:51
6,10:01:10
6,10:01:11
6,10:01:40
6,10:01:41
7,12:00:12
7,12:00:50
8,14:00:42
8,14:00:49
8,14:01:12
8,14:01:12
9,16:00:15
9,16:00:49
10,18:00:16
10,18:00:46
10,18:00:49
10,18:00:49
10,18:01:15
10,18:01:16
10,18:01:45
10,18:01:46
11,20:00:16
11,20:00:46
11,20:00:49
11,20:00:49
12,22:00:50
12,22:00:50
12,22:00:51
12,22:00:51
12,22:01:20
12,22:01:20
12,22:01:21
12,22:01:21
