event_num,timestamp
1,00:00:02
1,00:00:02
2,02:00:02
2,02:00:20
2,02:00:31
2,02:00:35
2,02:00:50
2,02:00:54
2,02:01:05
2,02:11:27
3,04:00:02
3,04:00:02
3,04:00:02
4,06:00:02
4,06:00:29
4,06:00:45
4,06:11:16
5,08:00:02
6,10:00:02
6,10:00:09
6,10:00:54
6,10:11:17
6,10:11:26
7,12:00:02
7,12:00:02
8,14:00:02
8,14:00:18
8,14:00:36
8,14:11:17
8,14:11:25
8,14:12:50
9,16:00:02
10,18:00:02
10,18:00:26
10,18:01:02
10,18:01:02
10,18:11:28
10,18:13:15
11,20:00:02
11,20:00:02
12,22:00:02
12,22:00:07
12,22:00:07
12,22:00:23
12,22:00:23
12,22:00:32
12,22:00:32
12,22:00:43
12,22:00:43
12,22:00:54
12,22:00:54
12,22:00:55
12,22:00:55
12,22:01:26
12,22:01:26
12,22:11:34
12,22:11:34
