edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
6,3,3,0,16,0,21,0,170
168,22,1,28,20,28,91,30,665
46,3,10,0,13,0,17,0,204
243,21,13,32,20,32,97,32,669
48,3,10,0,18,0,16,0,249
227,23,14,30,20,26,96,27,684
59,2,12,1,13,0,18,0,239
208,21,12,24,20,30,87,34,673
63,6,14,1,16,0,23,0,235
197,18,7,33,20,27,82,32,673
67,1,12,1,13,0,17,0,195
193,18,13,27,20,30,87,34,674
