edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
18,12,5,1,21,0,37,0,7125
446,37,19,58,25,43,170,25,666
80,19,20,2,18,0,42,0,6901
491,63,39,54,25,44,227,19,716
97,13,18,4,21,0,44,0,6455
243,25,13,36,25,32,108,29,682
74,6,17,1,17,0,27,0,1216
216,36,10,34,25,30,113,26,690
81,5,18,1,18,0,27,0,840
329,58,16,55,24,37,170,21,675
90,3,19,0,19,0,24,0,76
271,40,12,47,24,31,140,22,683
