edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
8,5,1,0,15,0,23,0,74
165,30,4,29,18,23,101,22,140
61,4,13,0,15,0,25,0,104
190,22,6,30,18,25,80,31,189
63,7,13,0,15,0,24,0,54
246,20,7,42,18,26,97,26,203
77,5,15,1,15,0,22,0,90
171,29,9,25,18,28,83,33,311
77,3,12,0,15,0,21,0,68
196,7,10,32,18,25,76,32,190
43,3,9,1,16,0,17,0,107
239,19,8,35,18,22,86,25,189
