edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
12,3,2,0,17,1,24,4,3424
198,49,8,35,19,31,126,24,905
49,4,11,0,18,0,20,0,165
158,38,9,23,19,24,97,24,678
49,2,12,1,14,1,16,6,3513
151,29,11,21,19,28,87,32,778
39,7,9,2,14,9,22,40,6886
156,21,7,20,19,27,82,32,1884
39,3,8,0,18,15,17,88,7127
141,32,9,17,19,24,84,28,766
57,2,14,2,16,10,23,43,6489
270,21,12,37,19,25,114,21,1608
