edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
19,2,6,1,16,0,25,0,239
140,25,5,25,21,27,86,31,665
79,6,15,3,16,0,32,0,177
130,28,7,28,21,28,76,36,678
60,5,13,0,16,0,23,0,173
206,21,11,27,21,34,102,33,710
71,3,16,3,16,0,27,0,112
225,34,12,42,21,32,109,29,693
92,3,17,2,16,0,23,0,78
200,24,10,31,21,28,97,28,679
62,4,15,0,16,0,22,0,4141
209,20,7,37,21,28,94,29,683
