event_num,timestamp
1,00:00:02
1,00:00:02
2,02:00:02
2,02:00:04
2,02:00:12
2,02:10:50
2,02:11:05
3,04:00:02
3,04:00:02
3,04:00:02
3,04:00:02
3,04:00:02
4,06:00:02
4,06:00:12
4,06:00:25
4,06:11:13
4,06:11:18
5,08:00:02
6,10:00:02
6,10:00:23
6,10:00:47
6,10:11:46
6,10:11:50
7,12:00:02
7,12:00:02
8,14:00:02
8,14:00:32
8,14:00:34
8,14:11:33
9,16:00:02
9,16:00:02
9,16:00:02
10,18:00:02
10,18:00:11
10,18:01:01
10,18:11:10
10,18:11:19
11,20:00:02
12,22:00:02
12,22:00:02
12,22:00:22
12,22:00:22
12,22:00:39
12,22:00:39
12,22:11:23
12,22:11:23
