edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
10,6,2,1,16,0,24,0,98
178,18,3,29,20,28,90,31,663
66,4,13,0,16,0,23,0,146
187,27,9,28,20,25,95,26,685
44,3,10,0,13,0,17,0,144
208,36,13,34,20,31,110,28,683
50,3,13,1,13,0,18,0,179
223,41,12,36,20,30,121,24,734
64,5,14,0,16,0,21,0,58
169,38,11,25,20,27,102,26,910
41,3,9,0,13,0,16,0,93
221,39,17,26,20,32,120,26,730
