event_num,timestamp
2,02:00:02
2,02:00:02
2,02:00:03
2,02:00:18
2,02:00:20
2,02:00:48
2,02:00:50
4,06:00:01
4,06:00:02
4,06:00:28
4,06:00:28
4,06:01:28
6,10:00:01
6,10:00:02
6,10:00:36
6,10:01:05
6,10:01:06
6,10:01:09
6,10:01:09
8,14:00:01
8,14:00:02
8,14:00:16
8,14:00:46
8,14:00:46
8,14:00:50
10,18:00:01
10,18:00:02
10,18:00:27
10,18:01:26
10,18:01:26
12,22:00:01
12,22:00:02
12,22:00:02
12,22:00:06
12,22:00:06
12,22:00:35
12,22:00:35
12,22:00:35
12,22:00:35
12,22:00:36
12,22:00:36
12,22:00:39
12,22:00:39
12,22:00:48
12,22:00:48
12,22:01:00
12,22:01:00
12,22:01:19
12,22:01:19
