edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
14,3,2,0,158,0,23,0,173
98,36,4,14,162,24,91,26,845
8,1,1,1,126,0,14,0,114
99,35,6,16,162,24,88,27,472
7,2,1,0,159,0,19,0,75
101,31,7,14,162,24,86,27,976
7,2,1,0,157,0,18,0,73
103,33,5,15,162,24,88,27,1092
4,1,0,0,124,0,13,0,254
289,51,8,36,162,27,144,18,481
10,4,2,1,158,0,22,0,144
92,30,6,15,103,22,81,27,483
