edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
11,4,3,0,16,0,25,0,259
185,27,4,34,21,26,93,27,669
65,4,13,0,15,0,23,0,111
150,33,9,26,20,26,87,29,703
59,4,11,0,16,1,22,4,248
181,37,12,29,20,27,102,26,1033
56,7,12,0,15,0,23,0,244
234,40,14,46,20,31,121,25,707
68,4,15,0,15,0,23,0,156
180,25,11,26,20,26,91,28,662
48,7,11,0,15,0,22,0,224
246,28,10,45,20,29,113,25,689
