edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
7,5,2,0,16,0,24,0,168
255,22,6,50,21,32,110,29,690
90,4,16,1,16,0,25,0,81
245,24,11,39,21,29,104,27,670
89,5,20,2,16,0,29,0,182
299,35,14,50,21,28,132,21,678
103,4,20,2,16,0,31,0,250
180,12,7,27,21,27,76,35,660
57,9,13,1,16,0,27,0,184
154,34,9,26,21,31,90,34,654
67,5,15,2,16,0,24,0,245
218,16,10,35,21,25,93,26,670
